Image,Avg. Confidence,Response Time(s),CPU Consumption(%),Detection boxes
000000544756.jpg, 0.858286, 0.12246, 40.1, 1
000000165516.jpg, 0.794784, 0.10540, 43.7, 1
000000200164.jpg, 0.470507, 0.12341, 42.6, 32
000000444747.jpg, 0.287755, 0.12231, 42.6, 1
000000540552.jpg, 0.701082, 0.11522, 44.9, 10
000000017979.jpg, 0.624408, 0.13492, 45.2, 11
000000358474.jpg, 0.604962, 0.12340, 43.8, 10
000000581429.jpg, 0.758888, 0.11925, 41.5, 4
000000065692.jpg, 0.741250, 0.12160, 45.6, 4
000000050698.jpg, 0.685574, 0.11976, 41.8, 6
000000005905.jpg, 0.543030, 0.12401, 43.3, 4
000000181131.jpg, 0.540005, 0.11424, 48.6, 3
000000489076.jpg, 0.764143, 0.13193, 41.8, 4
000000563831.jpg, 0.489655, 0.12050, 48.4, 6
000000534184.jpg, 0.689785, 0.12049, 45.8, 5
000000229685.jpg, 0.554465, 0.11563, 41.4, 8
000000041537.jpg, 0.760070, 0.12319, 43.9, 1
000000335716.jpg, 0.948217, 0.12425, 39.6, 1
000000203263.jpg, 0.876937, 0.13158, 39.1, 2
000000137754.jpg, 0.518965, 0.12393, 41.8, 22
000000044537.jpg, 0.552534, 0.11587, 47.5, 3
000000556586.jpg, 0.914134, 0.12601, 43.6, 1
000000352916.jpg, 0.494625, 0.11611, 43.1, 6
000000475128.jpg, 0.578384, 0.10344, 42.9, 2
000000456710.jpg, 0.771792, 0.11757, 44.1, 10
000000361636.jpg, 0.684241, 0.11915, 40.1, 4
000000010494.jpg, 0.674880, 0.11381, 44.4, 8
000000439796.jpg, 0.733795, 0.11335, 42.4, 3
000000320492.jpg, 0.655406, 0.12191, 42.9, 24
000000510995.jpg, 0.734386, 0.12357, 42.4, 8
000000169846.jpg, 0.668521, 0.11431, 41.5, 3
000000176073.jpg, 0.558040, 0.15747, 44.6, 3
000000569434.jpg, 0.648808, 0.12153, 44.2, 2
000000449680.jpg, 0.772763, 0.11209, 44.2, 9
000000022124.jpg, 0.635719, 0.12108, 40.6, 5
000000197308.jpg, 0.000000, 0.12834, 43.7, 0
000000221783.jpg, 0.857169, 0.12246, 41.9, 6
000000153345.jpg, 0.448321, 0.12510, 44.0, 12
000000463468.jpg, 0.578288, 0.12084, 41.5, 6
000000280750.jpg, 0.612002, 0.12680, 44.3, 2
000000482047.jpg, 0.426564, 0.12743, 41.0, 14
000000484706.jpg, 0.793824, 0.11484, 38.0, 10
000000130214.jpg, 0.868853, 0.11875, 37.7, 3
000000021704.jpg, 0.886233, 0.11695, 43.1, 2
000000371762.jpg, 0.626120, 0.11623, 42.5, 20
000000531352.jpg, 0.668497, 0.11601, 40.8, 10
000000050974.jpg, 0.369160, 0.11456, 40.5, 3
000000395119.jpg, 0.843843, 0.12864, 49.5, 1
000000348169.jpg, 0.696291, 0.15165, 55.2, 13
000000281240.jpg, 0.587236, 0.14771, 51.5, 4
000000289259.jpg, 0.816141, 0.19876, 59.9, 2
000000481687.jpg, 0.702570, 0.13852, 57.5, 11
000000203391.jpg, 0.539215, 0.16143, 54.5, 20
000000369151.jpg, 0.865550, 0.14769, 48.4, 2
000000091339.jpg, 0.808782, 0.14366, 47.9, 2
000000536250.jpg, 0.466163, 0.18151, 50.2, 23
000000417840.jpg, 0.647038, 0.14062, 49.2, 3
000000222785.jpg, 0.812287, 0.14168, 41.7, 2
000000545774.jpg, 0.854350, 0.12650, 42.4, 1
000000347391.jpg, 0.609492, 0.13467, 49.6, 15
000000580948.jpg, 0.692298, 0.15563, 53.8, 4
000000197512.jpg, 0.803582, 0.13125, 49.8, 8
000000471874.jpg, 0.586647, 0.14640, 47.3, 3
000000569601.jpg, 0.782701, 0.11874, 45.2, 4
000000302273.jpg, 0.594251, 0.11443, 41.7, 3
000000292006.jpg, 0.700695, 0.11564, 38.3, 3
000000047484.jpg, 0.662942, 0.11381, 36.6, 21
000000531064.jpg, 0.576089, 0.11554, 39.9, 4
000000325069.jpg, 0.460874, 0.11703, 44.5, 14
000000129191.jpg, 0.895064, 0.11841, 41.2, 3
000000326707.jpg, 0.684130, 0.12327, 41.4, 6
000000561420.jpg, 0.587654, 0.11968, 39.8, 6
000000566150.jpg, 0.877049, 0.12313, 41.5, 1
000000161753.jpg, 0.536822, 0.12089, 42.5, 3
000000447264.jpg, 0.640674, 0.12350, 42.4, 4
000000418507.jpg, 0.634683, 0.12266, 41.5, 12
000000437681.jpg, 0.605627, 0.12687, 46.9, 7
000000449884.jpg, 0.768617, 0.12034, 44.9, 3
000000158135.jpg, 0.817604, 0.12322, 42.6, 1
000000285772.jpg, 0.476833, 0.12224, 42.6, 4
000000546250.jpg, 0.528052, 0.14500, 46.8, 2
000000031311.jpg, 0.561708, 0.15948, 42.8, 7
000000051955.jpg, 0.462783, 0.11743, 44.9, 8
000000086637.jpg, 0.532568, 0.12036, 52.7, 4
000000396503.jpg, 0.789404, 0.12359, 45.9, 2
000000412157.jpg, 0.771344, 0.11811, 41.4, 3
000000303353.jpg, 0.507631, 0.11821, 40.2, 3
000000581585.jpg, 0.874125, 0.12910, 41.2, 4
000000482711.jpg, 0.667940, 0.12876, 46.7, 3
000000579292.jpg, 0.657164, 0.12655, 44.1, 10
000000557753.jpg, 0.907967, 0.12032, 40.9, 8
000000515519.jpg, 0.550377, 0.12630, 44.6, 4
000000475596.jpg, 0.508817, 0.12343, 44.0, 5
000000524827.jpg, 0.424323, 0.12188, 44.3, 1
000000507772.jpg, 0.810682, 0.12344, 42.2, 1
000000331217.jpg, 0.553932, 0.10357, 38.0, 10
000000316257.jpg, 0.528682, 0.12060, 38.9, 17
000000177906.jpg, 0.504248, 0.12241, 47.1, 12
000000267391.jpg, 0.496155, 0.12121, 46.0, 10
000000212464.jpg, 0.610580, 0.12458, 43.6, 6
000000104230.jpg, 0.641612, 0.12207, 44.2, 12
000000375368.jpg, 0.441779, 0.12224, 44.7, 13
000000361976.jpg, 0.715555, 0.11855, 38.7, 1
000000018283.jpg, 0.565339, 0.15864, 41.9, 23
000000094882.jpg, 0.844975, 0.11987, 43.6, 4
000000523573.jpg, 0.869091, 0.14065, 41.5, 1
000000055885.jpg, 0.872679, 0.12392, 45.5, 2
000000264458.jpg, 0.608028, 0.12567, 43.2, 16
000000139683.jpg, 0.915908, 0.11565, 44.9, 2
000000358838.jpg, 0.630584, 0.12406, 39.1, 4
000000580800.jpg, 0.859320, 0.11691, 39.9, 5
000000252872.jpg, 0.683044, 0.12324, 40.0, 12
000000290470.jpg, 0.767781, 0.11135, 42.0, 6
000000569805.jpg, 0.615870, 0.16016, 41.2, 3
000000200852.jpg, 0.755407, 0.10014, 36.7, 2
000000500276.jpg, 0.400046, 0.12377, 41.0, 4
000000015841.jpg, 0.540789, 0.12371, 41.1, 17
000000521462.jpg, 0.873700, 0.11759, 42.9, 2
000000140372.jpg, 0.618943, 0.12188, 38.7, 16
000000292960.jpg, 0.539785, 0.11738, 39.0, 9
000000020169.jpg, 0.835309, 0.11736, 46.3, 2
000000392628.jpg, 0.850167, 0.11585, 42.9, 10
000000457278.jpg, 0.721113, 0.11761, 44.5, 10
000000346768.jpg, 0.706342, 0.16080, 48.3, 3
000000206038.jpg, 0.483437, 0.12712, 42.9, 20
000000421686.jpg, 0.707427, 0.12390, 41.0, 5
000000250287.jpg, 0.847621, 0.10942, 42.1, 2
000000538953.jpg, 0.509905, 0.13936, 45.7, 4
000000066059.jpg, 0.602977, 0.11803, 41.8, 2
000000462245.jpg, 0.576465, 0.11526, 41.1, 18
000000141551.jpg, 0.653241, 0.12390, 41.8, 9
000000478807.jpg, 0.512481, 0.12388, 42.2, 15
000000495824.jpg, 0.619876, 0.12618, 40.7, 17
000000005578.jpg, 0.845794, 0.11548, 43.8, 2
000000211053.jpg, 0.575560, 0.12267, 43.1, 4
000000231070.jpg, 0.627678, 0.12420, 45.2, 1
000000308797.jpg, 0.861235, 0.12624, 40.7, 1
000000038133.jpg, 0.854678, 0.11850, 44.0, 2
000000418261.jpg, 0.561920, 0.12809, 44.8, 6
000000407414.jpg, 0.798483, 0.12624, 40.3, 2
000000153680.jpg, 0.484641, 0.11701, 43.7, 7
000000187544.jpg, 0.668484, 0.11851, 39.1, 6
000000083786.jpg, 0.905544, 0.12611, 41.7, 2
000000082925.jpg, 0.465133, 0.11555, 40.4, 17
000000110572.jpg, 0.596690, 0.12327, 41.2, 15
000000108496.jpg, 0.754803, 0.11847, 46.0, 3
000000016791.jpg, 0.557239, 0.12221, 45.1, 15
000000330423.jpg, 0.505916, 0.12151, 42.2, 14
000000350666.jpg, 0.442853, 0.12541, 42.6, 13
000000165020.jpg, 0.464916, 0.11698, 43.1, 15
000000238328.jpg, 0.912345, 0.11956, 35.6, 2
000000557489.jpg, 0.588957, 0.11588, 43.0, 4
000000116568.jpg, 0.862238, 0.11792, 40.6, 2
000000411258.jpg, 0.428103, 0.12405, 46.0, 3
000000402160.jpg, 0.796540, 0.08938, 38.2, 6
000000416839.jpg, 0.460703, 0.11472, 45.2, 16
000000002246.jpg, 0.565982, 0.12123, 44.1, 6
000000057439.jpg, 0.632090, 0.12560, 40.4, 6
000000124922.jpg, 0.612507, 0.11797, 43.3, 9
000000562386.jpg, 0.406958, 0.17371, 44.5, 2
000000298446.jpg, 0.919985, 0.12551, 44.7, 1
000000271149.jpg, 0.447670, 0.12673, 48.3, 6
000000102868.jpg, 0.924130, 0.15735, 48.2, 1
000000163190.jpg, 0.566883, 0.12272, 42.0, 2
000000492518.jpg, 0.562210, 0.11604, 47.7, 5
000000408932.jpg, 0.877830, 0.12570, 41.6, 2
000000169462.jpg, 0.721278, 0.11914, 43.9, 4
000000347937.jpg, 0.697161, 0.12440, 40.8, 4
000000376664.jpg, 0.880598, 0.12192, 37.6, 2
000000535085.jpg, 0.746873, 0.12511, 43.4, 1
000000438713.jpg, 0.551068, 0.13181, 40.7, 19
000000567209.jpg, 0.707069, 0.15996, 48.4, 4
000000338144.jpg, 0.416376, 0.13711, 42.6, 7
000000269696.jpg, 0.293796, 0.12343, 45.5, 1
000000067637.jpg, 0.745144, 0.14121, 46.7, 3
000000568295.jpg, 0.509164, 0.11943, 44.1, 22
000000164336.jpg, 0.744306, 0.12155, 41.0, 2
000000558344.jpg, 0.358041, 0.12841, 45.2, 2
000000097098.jpg, 0.604883, 0.12048, 38.4, 9
000000064234.jpg, 0.719279, 0.12627, 41.2, 5
000000476508.jpg, 0.822733, 0.12382, 46.0, 8
000000345953.jpg, 0.462419, 0.12660, 43.3, 11
000000166111.jpg, 0.903862, 0.12603, 42.9, 1
000000109457.jpg, 0.880429, 0.12972, 38.5, 1
000000284962.jpg, 0.861327, 0.11977, 42.0, 5
000000174791.jpg, 0.572072, 0.10416, 42.2, 4
000000082811.jpg, 0.692445, 0.12341, 43.6, 13
000000216654.jpg, 0.651372, 0.11882, 37.6, 6
000000351341.jpg, 0.864175, 0.10519, 40.7, 2
000000570370.jpg, 0.813400, 0.13216, 41.3, 1
000000027909.jpg, 0.796280, 0.13219, 47.0, 2
000000233514.jpg, 0.679543, 0.12285, 44.7, 1
000000421615.jpg, 0.807941, 0.16066, 41.1, 1
000000105992.jpg, 0.890975, 0.11631, 41.3, 2
000000364046.jpg, 0.701401, 0.11967, 37.4, 2
000000027033.jpg, 0.695567, 0.11599, 43.9, 2
000000081391.jpg, 0.500808, 0.11562, 47.3, 12
000000562787.jpg, 0.419981, 0.12100, 44.5, 10
000000313477.jpg, 0.585025, 0.12610, 42.4, 3
000000258606.jpg, 0.794676, 0.12418, 46.8, 3
000000497055.jpg, 0.564516, 0.12217, 48.3, 2
000000271197.jpg, 0.681077, 0.12494, 37.9, 4
000000191645.jpg, 0.611679, 0.11971, 44.2, 20
000000437914.jpg, 0.802900, 0.12213, 49.4, 4
000000360795.jpg, 0.000000, 0.12049, 43.7, 0
000000350380.jpg, 0.516027, 0.13393, 41.8, 18
000000339968.jpg, 0.586681, 0.12556, 42.2, 4
000000150355.jpg, 0.681805, 0.12539, 39.1, 2
000000287761.jpg, 0.608284, 0.12037, 35.9, 10
000000425835.jpg, 0.631217, 0.12117, 39.7, 5
000000200571.jpg, 0.678345, 0.12678, 41.4, 6
000000189754.jpg, 0.897997, 0.11600, 44.1, 4
000000090624.jpg, 0.937309, 0.11864, 42.1, 2
000000119473.jpg, 0.700130, 0.12224, 40.5, 1
000000162187.jpg, 0.440643, 0.12289, 42.6, 3
000000376860.jpg, 0.891184, 0.10514, 38.4, 1
000000473947.jpg, 0.564654, 0.12492, 42.5, 1
000000525343.jpg, 0.511827, 0.11758, 45.1, 12
000000347215.jpg, 0.506326, 0.10190, 41.4, 6
000000468640.jpg, 0.686644, 0.12601, 37.1, 5
000000163165.jpg, 0.553243, 0.16053, 44.3, 23
000000359914.jpg, 0.683437, 0.12775, 42.6, 2
000000293455.jpg, 0.669863, 0.11458, 45.4, 5
000000336342.jpg, 0.700055, 0.12617, 40.6, 5
000000361556.jpg, 0.596545, 0.12186, 41.8, 11
000000449342.jpg, 0.665426, 0.13883, 41.6, 17
000000044789.jpg, 0.551311, 0.12243, 44.0, 8
000000424923.jpg, 0.931315, 0.11977, 42.3, 1
000000189986.jpg, 0.670482, 0.12311, 45.5, 2
000000333914.jpg, 0.860001, 0.12305, 42.4, 2
000000389958.jpg, 0.753288, 0.11849, 40.6, 3
000000006054.jpg, 0.677876, 0.15942, 45.8, 7
000000010070.jpg, 0.269203, 0.13954, 43.7, 1
000000203694.jpg, 0.613600, 0.16053, 44.4, 7
000000302466.jpg, 0.911294, 0.12056, 44.3, 2
000000361867.jpg, 0.871268, 0.13913, 45.2, 3
000000361179.jpg, 0.661298, 0.11852, 43.2, 3
000000504368.jpg, 0.519276, 0.12643, 43.9, 8
000000325252.jpg, 0.561683, 0.16265, 45.3, 2
000000198554.jpg, 0.000000, 0.12338, 43.4, 0
000000402360.jpg, 0.774743, 0.11675, 43.2, 6
000000330656.jpg, 0.779261, 0.13204, 44.2, 2
000000152142.jpg, 0.797768, 0.12693, 45.6, 3
000000412812.jpg, 0.697210, 0.13654, 44.5, 3
000000018468.jpg, 0.521503, 0.12606, 37.7, 5
000000456808.jpg, 0.625025, 0.08941, 39.6, 6
000000511419.jpg, 0.603774, 0.12463, 47.6, 11
000000172278.jpg, 0.457722, 0.12344, 40.9, 4
000000057688.jpg, 0.890134, 0.12163, 45.7, 1
000000126218.jpg, 0.670716, 0.11486, 41.3, 6
000000474793.jpg, 0.785688, 0.12230, 42.0, 3
000000533572.jpg, 0.657660, 0.11232, 40.2, 13
000000521836.jpg, 0.675743, 0.15864, 44.5, 1
000000544131.jpg, 0.621813, 0.11636, 41.8, 15
000000487733.jpg, 0.644488, 0.11832, 45.9, 3
000000048466.jpg, 0.632303, 0.11366, 44.4, 20
000000220477.jpg, 0.691012, 0.11772, 39.8, 5
000000183103.jpg, 0.528904, 0.11608, 45.6, 10
000000074536.jpg, 0.762457, 0.11970, 40.9, 3
000000253594.jpg, 0.646162, 0.12820, 41.7, 6
000000016086.jpg, 0.701754, 0.11900, 43.8, 6
000000261718.jpg, 0.683138, 0.11770, 45.0, 19
000000096871.jpg, 0.935461, 0.11955, 43.3, 3
000000032127.jpg, 0.603876, 0.12692, 39.4, 5
000000010264.jpg, 0.753202, 0.09033, 36.8, 7
000000260776.jpg, 0.511802, 0.15940, 48.4, 18
000000091897.jpg, 0.910542, 0.11087, 49.2, 1
000000025064.jpg, 0.655954, 0.11761, 43.7, 21
000000175741.jpg, 0.600173, 0.11657, 44.2, 7
000000076373.jpg, 0.561312, 0.11958, 42.2, 2
000000318011.jpg, 0.905804, 0.12270, 41.9, 1
000000244773.jpg, 0.566723, 0.11637, 42.9, 12
000000517904.jpg, 0.917874, 0.11331, 41.2, 2
000000383078.jpg, 0.535225, 0.12045, 42.4, 4
000000373484.jpg, 0.626735, 0.11611, 41.0, 15
000000181709.jpg, 0.656150, 0.11741, 41.5, 7
000000336689.jpg, 0.719883, 0.11561, 43.0, 3
000000138128.jpg, 0.658319, 0.11825, 42.5, 2
000000298659.jpg, 0.832160, 0.13749, 50.5, 4
000000474796.jpg, 0.564648, 0.13420, 52.1, 6
000000539277.jpg, 0.490407, 0.16257, 61.6, 3
000000319774.jpg, 0.882978, 0.17778, 55.2, 2
000000270415.jpg, 0.810855, 0.19491, 65.3, 2
000000454640.jpg, 0.860802, 0.26165, 67.3, 1
000000420043.jpg, 0.610482, 0.14834, 53.6, 5
000000391744.jpg, 0.759173, 0.11948, 45.8, 4
000000551490.jpg, 0.893405, 0.11923, 47.0, 1
000000476204.jpg, 0.445178, 0.12763, 41.5, 11
000000324721.jpg, 0.688096, 0.11928, 46.9, 6
000000359754.jpg, 0.636805, 0.16200, 45.6, 6
000000538262.jpg, 0.867142, 0.11826, 43.4, 4
000000115621.jpg, 0.325637, 0.11683, 40.4, 1
000000301996.jpg, 0.707780, 0.12241, 45.7, 2
000000545515.jpg, 0.758713, 0.16386, 45.6, 4
000000191670.jpg, 0.414158, 0.11868, 39.4, 13
000000387260.jpg, 0.767319, 0.15167, 48.4, 1
000000554472.jpg, 0.588820, 0.12540, 45.5, 7
000000347946.jpg, 0.724713, 0.13570, 55.6, 3
000000021159.jpg, 0.606291, 0.12729, 47.7, 5
000000250646.jpg, 0.880074, 0.12373, 45.4, 3
000000280077.jpg, 0.665917, 0.11725, 40.1, 6
000000556167.jpg, 0.613140, 0.12269, 45.8, 3
000000412814.jpg, 0.697587, 0.10013, 46.1, 7
000000458983.jpg, 0.744324, 0.11214, 47.5, 9
000000517364.jpg, 0.705384, 0.11736, 41.5, 3
000000446245.jpg, 0.756186, 0.12308, 49.8, 2
000000021682.jpg, 0.641537, 0.12559, 40.8, 2
000000020793.jpg, 0.676205, 0.11607, 45.2, 17
000000234167.jpg, 0.610567, 0.12117, 44.0, 2
000000145947.jpg, 0.659041, 0.11976, 45.1, 2
000000238283.jpg, 0.757129, 0.10594, 37.3, 3
000000165785.jpg, 0.532456, 0.11843, 45.4, 9
000000107315.jpg, 0.591017, 0.16356, 44.2, 2
000000106377.jpg, 0.736698, 0.10625, 39.4, 1
000000297089.jpg, 0.621855, 0.10417, 44.3, 14
000000530550.jpg, 0.584887, 0.11909, 47.1, 2
000000414874.jpg, 0.560186, 0.12979, 44.1, 19
000000113502.jpg, 0.925307, 0.11980, 42.7, 2
000000387946.jpg, 0.778913, 0.12636, 45.2, 3
000000225601.jpg, 0.858394, 0.12483, 45.3, 2
000000501304.jpg, 0.639055, 0.11302, 46.2, 3
000000212594.jpg, 0.684744, 0.11656, 40.7, 3
000000433942.jpg, 0.609736, 0.12436, 40.2, 2
000000438812.jpg, 0.736246, 0.11706, 44.4, 8
000000091645.jpg, 0.583216, 0.12248, 46.0, 11
000000198757.jpg, 0.920170, 0.11927, 36.8, 2
000000070031.jpg, 0.546371, 0.12438, 45.0, 25
000000288083.jpg, 0.557193, 0.12200, 43.0, 15
000000010682.jpg, 0.955438, 0.12285, 44.4, 1
000000171972.jpg, 0.845386, 0.12432, 43.4, 3
000000330275.jpg, 0.846669, 0.11360, 41.3, 19
000000567541.jpg, 0.816770, 0.10289, 41.2, 1
000000275838.jpg, 0.555190, 0.12509, 39.6, 6
000000480151.jpg, 0.654093, 0.11653, 42.6, 3
000000019345.jpg, 0.893526, 0.11564, 42.7, 2
000000349602.jpg, 0.935107, 0.11737, 42.1, 2
000000179841.jpg, 0.889305, 0.11999, 43.8, 2
000000558432.jpg, 0.660233, 0.12204, 41.4, 6
000000194349.jpg, 0.568753, 0.12230, 43.3, 27
000000158078.jpg, 0.671630, 0.11807, 48.5, 9
000000126955.jpg, 0.622823, 0.13032, 46.1, 4
000000163374.jpg, 0.596012, 0.11154, 49.5, 2
000000252763.jpg, 0.697756, 0.11707, 43.2, 4
000000413319.jpg, 0.767399, 0.12037, 43.6, 5
000000370052.jpg, 0.646648, 0.11750, 43.5, 18
000000188036.jpg, 0.812929, 0.14255, 40.3, 3
000000574985.jpg, 0.475963, 0.10584, 40.2, 4
000000472476.jpg, 0.448322, 0.14158, 46.6, 2
000000021239.jpg, 0.618145, 0.11754, 44.0, 38
000000000416.jpg, 0.418967, 0.12344, 43.6, 13
000000093042.jpg, 0.925924, 0.12265, 40.3, 1
000000154164.jpg, 0.533249, 0.12352, 44.6, 12
000000427407.jpg, 0.520789, 0.12464, 40.6, 25
000000429955.jpg, 0.874238, 0.11848, 38.6, 1
000000570541.jpg, 0.633316, 0.12417, 40.6, 2
000000372818.jpg, 0.593325, 0.11929, 42.4, 2
000000295354.jpg, 0.510253, 0.12256, 47.0, 5
000000108211.jpg, 0.925471, 0.13873, 43.1, 3
000000118326.jpg, 0.721272, 0.10455, 44.7, 5
000000150514.jpg, 0.582925, 0.11757, 44.2, 3
000000316017.jpg, 0.464470, 0.12478, 39.7, 14
000000550938.jpg, 0.545177, 0.12608, 37.1, 5
000000346640.jpg, 0.846770, 0.12845, 43.8, 2
000000175895.jpg, 0.558240, 0.12411, 40.5, 6
000000059780.jpg, 0.544173, 0.11638, 41.8, 7
000000457853.jpg, 0.864701, 0.12428, 45.7, 1
000000433369.jpg, 0.692290, 0.11500, 45.3, 9
000000036129.jpg, 0.478797, 0.15897, 43.5, 10
000000282165.jpg, 0.440937, 0.12446, 41.1, 2
000000246020.jpg, 0.370535, 0.10356, 42.9, 5
000000058603.jpg, 0.587998, 0.12792, 41.9, 2
000000082912.jpg, 0.621102, 0.12098, 42.3, 5
000000372005.jpg, 0.538703, 0.11908, 43.3, 1
000000385887.jpg, 0.571699, 0.12229, 39.8, 13
000000257661.jpg, 0.777300, 0.15311, 41.4, 7
000000278974.jpg, 0.820428, 0.12403, 43.0, 4
000000150820.jpg, 0.620286, 0.12004, 39.8, 4
000000361096.jpg, 0.891116, 0.15783, 44.2, 2
000000180886.jpg, 0.479255, 0.16368, 45.0, 4
000000234726.jpg, 0.573357, 0.11957, 45.4, 13
000000476854.jpg, 0.810727, 0.13849, 49.8, 2
000000581281.jpg, 0.468579, 0.12334, 43.4, 8
000000518831.jpg, 0.607894, 0.12062, 40.4, 14
000000571453.jpg, 0.598447, 0.12744, 41.8, 9
000000339523.jpg, 0.525891, 0.12876, 44.7, 4
000000438889.jpg, 0.695131, 0.12301, 42.7, 3
000000494635.jpg, 0.706694, 0.12397, 49.3, 6
000000342970.jpg, 0.556667, 0.13372, 39.5, 3
000000426540.jpg, 0.000000, 0.11982, 43.9, 0
000000063591.jpg, 0.611566, 0.11907, 44.6, 12
000000044158.jpg, 0.622762, 0.11941, 41.4, 2
000000463462.jpg, 0.554233, 0.11178, 42.3, 5
000000529119.jpg, 0.542481, 0.07587, 33.8, 15
000000237724.jpg, 0.713300, 0.12057, 45.7, 1
000000522231.jpg, 0.614531, 0.11972, 40.5, 24
000000242894.jpg, 0.488937, 0.14582, 41.8, 8
000000439144.jpg, 0.789265, 0.12969, 45.3, 2
000000274648.jpg, 0.439475, 0.11603, 41.1, 5
000000471516.jpg, 0.525543, 0.12241, 45.1, 17
000000294230.jpg, 0.882411, 0.12108, 41.7, 1
000000495165.jpg, 0.526631, 0.11747, 44.9, 2
000000348448.jpg, 0.560510, 0.12855, 40.7, 5
000000280780.jpg, 0.695537, 0.11698, 48.5, 10
000000426211.jpg, 0.800373, 0.11299, 41.4, 1
000000147373.jpg, 0.549526, 0.13707, 48.8, 16
000000540991.jpg, 0.607950, 0.11771, 44.4, 1
000000075862.jpg, 0.803240, 0.12692, 52.6, 8
000000033800.jpg, 0.563314, 0.11867, 40.8, 41
000000494227.jpg, 0.680075, 0.12469, 44.5, 4
000000102209.jpg, 0.880919, 0.13019, 46.9, 3
000000403308.jpg, 0.892727, 0.12913, 44.1, 3
000000431253.jpg, 0.827997, 0.10666, 35.5, 2
000000156639.jpg, 0.634180, 0.13901, 44.9, 18
000000393208.jpg, 0.759843, 0.11765, 45.2, 3
000000189473.jpg, 0.633877, 0.15976, 50.0, 9
000000086947.jpg, 0.758361, 0.12800, 45.1, 3
000000246208.jpg, 0.494039, 0.11720, 45.6, 7
000000388221.jpg, 0.650040, 0.12368, 45.8, 4
000000389247.jpg, 0.687118, 0.12743, 37.0, 2
000000100383.jpg, 0.794351, 0.11693, 47.1, 1
000000067592.jpg, 0.616469, 0.16521, 44.4, 9
000000035943.jpg, 0.915023, 0.11825, 43.9, 2
000000036992.jpg, 0.765215, 0.12534, 38.3, 4
000000018169.jpg, 0.593925, 0.11891, 42.6, 2
000000317379.jpg, 0.738005, 0.12388, 44.6, 3
000000049264.jpg, 0.861854, 0.11376, 38.1, 7
000000336456.jpg, 0.876400, 0.12346, 44.2, 1
000000403252.jpg, 0.665464, 0.12692, 42.1, 7
000000388700.jpg, 0.589366, 0.13943, 43.4, 9
000000476066.jpg, 0.518771, 0.09488, 46.0, 1
000000547642.jpg, 0.619976, 0.11548, 44.2, 3
000000474541.jpg, 0.712448, 0.11664, 39.8, 2
000000569105.jpg, 0.690113, 0.12428, 46.7, 15
000000570706.jpg, 0.855722, 0.12327, 46.5, 8
000000085833.jpg, 0.941665, 0.12286, 46.1, 1
000000059279.jpg, 0.551704, 0.11334, 44.0, 5
000000105340.jpg, 0.489832, 0.12076, 44.2, 9
000000051939.jpg, 0.672306, 0.12224, 43.0, 6
000000045139.jpg, 0.457604, 0.11955, 39.7, 9
000000364989.jpg, 0.752021, 0.15889, 44.5, 2
000000301966.jpg, 0.700903, 0.10876, 43.4, 3
000000002320.jpg, 0.820968, 0.11702, 42.0, 2
000000320408.jpg, 0.772332, 0.12162, 44.7, 2
000000018225.jpg, 0.565344, 0.12182, 44.6, 33
000000541885.jpg, 0.611895, 0.11206, 44.7, 1
000000423612.jpg, 0.536739, 0.12664, 43.9, 13
000000424233.jpg, 0.614592, 0.12038, 45.3, 16
000000312293.jpg, 0.496417, 0.15519, 43.2, 6
000000258050.jpg, 0.552433, 0.11364, 41.2, 3
000000328355.jpg, 0.485464, 0.11720, 46.0, 21
000000343306.jpg, 0.747913, 0.11411, 41.2, 3
000000242494.jpg, 0.681933, 0.12534, 39.9, 2
000000500544.jpg, 0.634462, 0.11183, 47.0, 19
000000148388.jpg, 0.844578, 0.12251, 42.8, 3
000000312913.jpg, 0.731143, 0.09451, 43.2, 8
000000183410.jpg, 0.479665, 0.11681, 44.5, 2
000000064503.jpg, 0.589927, 0.11386, 42.5, 3
000000067238.jpg, 0.504022, 0.12632, 43.4, 22
000000489037.jpg, 0.506689, 0.12364, 37.3, 6
000000546988.jpg, 0.628523, 0.11883, 40.2, 7
000000221548.jpg, 0.817145, 0.11605, 42.1, 1
000000063232.jpg, 0.681070, 0.12031, 45.8, 4
000000461990.jpg, 0.722072, 0.16124, 44.7, 2
000000487773.jpg, 0.574228, 0.16239, 44.1, 5
000000575775.jpg, 0.671632, 0.15855, 44.5, 2
000000482901.jpg, 0.547364, 0.11441, 45.8, 9
000000490573.jpg, 0.912333, 0.11333, 43.5, 2
000000285166.jpg, 0.482605, 0.12340, 42.9, 13
000000204949.jpg, 0.496106, 0.11712, 40.1, 4
000000224287.jpg, 0.558419, 0.11588, 35.0, 2
000000330838.jpg, 0.802498, 0.12685, 42.7, 5
000000379043.jpg, 0.796745, 0.16321, 44.8, 2
000000310534.jpg, 0.827443, 0.11890, 45.2, 2
000000076259.jpg, 0.889080, 0.12263, 43.1, 2
000000142250.jpg, 0.492886, 0.12932, 42.9, 12
000000246400.jpg, 0.684897, 0.09895, 40.8, 2
000000406179.jpg, 0.787663, 0.12341, 50.5, 4
000000580317.jpg, 0.533612, 0.12352, 39.4, 19
000000028023.jpg, 0.577652, 0.12087, 43.3, 2
000000479273.jpg, 0.689607, 0.11895, 40.5, 3
000000001459.jpg, 0.847672, 0.10100, 41.8, 3
